idx,commit,date,subject,rgroup,passed,failed
11,fe19fd53,2026-07-12T13:38:35+09:00,loopspace: advance to phase 3,r05,0,2
11,fe19fd53,2026-07-12T13:38:35+09:00,loopspace: advance to phase 3,r06,5,0
11,fe19fd53,2026-07-12T13:38:35+09:00,loopspace: advance to phase 3,r07,0,7
11,fe19fd53,2026-07-12T13:38:35+09:00,loopspace: advance to phase 3,r08,0,4
11,fe19fd53,2026-07-12T13:38:35+09:00,loopspace: advance to phase 3,r09,0,4
11,fe19fd53,2026-07-12T13:38:35+09:00,loopspace: advance to phase 3,r10,3,9
11,fe19fd53,2026-07-12T13:38:35+09:00,loopspace: advance to phase 3,r11,2,38
11,fe19fd53,2026-07-12T13:38:35+09:00,loopspace: advance to phase 3,r12,5,0
12,50cf3559,2026-07-12T15:48:00+09:00,loopspace: task 3.1 — Function grammar + SUM/MIN/MAX/COUNT,r01,18,0
12,50cf3559,2026-07-12T15:48:00+09:00,loopspace: task 3.1 — Function grammar + SUM/MIN/MAX/COUNT,r02,4,0
12,50cf3559,2026-07-12T15:48:00+09:00,loopspace: task 3.1 — Function grammar + SUM/MIN/MAX/COUNT,r03,25,0
12,50cf3559,2026-07-12T15:48:00+09:00,loopspace: task 3.1 — Function grammar + SUM/MIN/MAX/COUNT,r04,5,0
12,50cf3559,2026-07-12T15:48:00+09:00,loopspace: task 3.1 — Function grammar + SUM/MIN/MAX/COUNT,r05,0,2
12,50cf3559,2026-07-12T15:48:00+09:00,loopspace: task 3.1 — Function grammar + SUM/MIN/MAX/COUNT,r06,5,0
12,50cf3559,2026-07-12T15:48:00+09:00,loopspace: task 3.1 — Function grammar + SUM/MIN/MAX/COUNT,r07,7,0
12,50cf3559,2026-07-12T15:48:00+09:00,loopspace: task 3.1 — Function grammar + SUM/MIN/MAX/COUNT,r08,4,0
12,50cf3559,2026-07-12T15:48:00+09:00,loopspace: task 3.1 — Function grammar + SUM/MIN/MAX/COUNT,r09,1,3
12,50cf3559,2026-07-12T15:48:00+09:00,loopspace: task 3.1 — Function grammar + SUM/MIN/MAX/COUNT,r10,3,9
12,50cf3559,2026-07-12T15:48:00+09:00,loopspace: task 3.1 — Function grammar + SUM/MIN/MAX/COUNT,r11,11,29
12,50cf3559,2026-07-12T15:48:00+09:00,loopspace: task 3.1 — Function grammar + SUM/MIN/MAX/COUNT,r12,5,0
13,383116a1,2026-07-12T16:03:49+09:00,loopspace: task 3.2 — Circular-reference detection,r01,18,0
13,383116a1,2026-07-12T16:03:49+09:00,loopspace: task 3.2 — Circular-reference detection,r02,4,0
13,383116a1,2026-07-12T16:03:49+09:00,loopspace: task 3.2 — Circular-reference detection,r03,25,0
13,383116a1,2026-07-12T16:03:49+09:00,loopspace: task 3.2 — Circular-reference detection,r04,5,0
13,383116a1,2026-07-12T16:03:49+09:00,loopspace: task 3.2 — Circular-reference detection,r05,2,0
13,383116a1,2026-07-12T16:03:49+09:00,loopspace: task 3.2 — Circular-reference detection,r06,5,0
13,383116a1,2026-07-12T16:03:49+09:00,loopspace: task 3.2 — Circular-reference detection,r07,7,0
13,383116a1,2026-07-12T16:03:49+09:00,loopspace: task 3.2 — Circular-reference detection,r08,4,0
13,383116a1,2026-07-12T16:03:49+09:00,loopspace: task 3.2 — Circular-reference detection,r09,4,0
13,383116a1,2026-07-12T16:03:49+09:00,loopspace: task 3.2 — Circular-reference detection,r10,3,9
13,383116a1,2026-07-12T16:03:49+09:00,loopspace: task 3.2 — Circular-reference detection,r11,33,7
13,383116a1,2026-07-12T16:03:49+09:00,loopspace: task 3.2 — Circular-reference detection,r12,5,0
14,6c50883b,2026-07-12T16:09:38+09:00,loopspace: phase 3 verified,r01,18,0
14,6c50883b,2026-07-12T16:09:38+09:00,loopspace: phase 3 verified,r02,4,0
14,6c50883b,2026-07-12T16:09:38+09:00,loopspace: phase 3 verified,r03,25,0
14,6c50883b,2026-07-12T16:09:38+09:00,loopspace: phase 3 verified,r04,5,0
14,6c50883b,2026-07-12T16:09:38+09:00,loopspace: phase 3 verified,r05,2,0
14,6c50883b,2026-07-12T16:09:38+09:00,loopspace: phase 3 verified,r06,5,0
14,6c50883b,2026-07-12T16:09:38+09:00,loopspace: phase 3 verified,r07,7,0
14,6c50883b,2026-07-12T16:09:38+09:00,loopspace: phase 3 verified,r08,4,0
14,6c50883b,2026-07-12T16:09:38+09:00,loopspace: phase 3 verified,r09,4,0
14,6c50883b,2026-07-12T16:09:38+09:00,loopspace: phase 3 verified,r10,3,9
14,6c50883b,2026-07-12T16:09:38+09:00,loopspace: phase 3 verified,r11,33,7
14,6c50883b,2026-07-12T16:09:38+09:00,loopspace: phase 3 verified,r12,5,0
15,d7af1e59,2026-07-12T16:18:31+09:00,"loopspace: task 4.1 — Lazy evaluation, result caching, eval_count",r01,18,0
15,d7af1e59,2026-07-12T16:18:31+09:00,"loopspace: task 4.1 — Lazy evaluation, result caching, eval_count",r02,4,0
15,d7af1e59,2026-07-12T16:18:31+09:00,"loopspace: task 4.1 — Lazy evaluation, result caching, eval_count",r03,25,0
15,d7af1e59,2026-07-12T16:18:31+09:00,"loopspace: task 4.1 — Lazy evaluation, result caching, eval_count",r04,5,0
15,d7af1e59,2026-07-12T16:18:31+09:00,"loopspace: task 4.1 — Lazy evaluation, result caching, eval_count",r05,2,0
15,d7af1e59,2026-07-12T16:18:31+09:00,"loopspace: task 4.1 — Lazy evaluation, result caching, eval_count",r06,5,0
15,d7af1e59,2026-07-12T16:18:31+09:00,"loopspace: task 4.1 — Lazy evaluation, result caching, eval_count",r07,7,0
15,d7af1e59,2026-07-12T16:18:31+09:00,"loopspace: task 4.1 — Lazy evaluation, result caching, eval_count",r08,4,0
15,d7af1e59,2026-07-12T16:18:31+09:00,"loopspace: task 4.1 — Lazy evaluation, result caching, eval_count",r09,4,0
15,d7af1e59,2026-07-12T16:18:31+09:00,"loopspace: task 4.1 — Lazy evaluation, result caching, eval_count",r10,10,2
15,d7af1e59,2026-07-12T16:18:31+09:00,"loopspace: task 4.1 — Lazy evaluation, result caching, eval_count",r11,33,7
15,d7af1e59,2026-07-12T16:18:31+09:00,"loopspace: task 4.1 — Lazy evaluation, result caching, eval_count",r12,5,0
16,93457e05,2026-07-12T19:56:04+09:00,grader: post-run snapshot — 4.2-4.4 final state left uncommitted by run (not a run commit),r01,18,0
16,93457e05,2026-07-12T19:56:04+09:00,grader: post-run snapshot — 4.2-4.4 final state left uncommitted by run (not a run commit),r02,4,0
16,93457e05,2026-07-12T19:56:04+09:00,grader: post-run snapshot — 4.2-4.4 final state left uncommitted by run (not a run commit),r03,25,0
16,93457e05,2026-07-12T19:56:04+09:00,grader: post-run snapshot — 4.2-4.4 final state left uncommitted by run (not a run commit),r04,5,0
16,93457e05,2026-07-12T19:56:04+09:00,grader: post-run snapshot — 4.2-4.4 final state left uncommitted by run (not a run commit),r05,2,0
16,93457e05,2026-07-12T19:56:04+09:00,grader: post-run snapshot — 4.2-4.4 final state left uncommitted by run (not a run commit),r06,5,0
16,93457e05,2026-07-12T19:56:04+09:00,grader: post-run snapshot — 4.2-4.4 final state left uncommitted by run (not a run commit),r07,7,0
16,93457e05,2026-07-12T19:56:04+09:00,grader: post-run snapshot — 4.2-4.4 final state left uncommitted by run (not a run commit),r08,4,0
16,93457e05,2026-07-12T19:56:04+09:00,grader: post-run snapshot — 4.2-4.4 final state left uncommitted by run (not a run commit),r09,4,0
16,93457e05,2026-07-12T19:56:04+09:00,grader: post-run snapshot — 4.2-4.4 final state left uncommitted by run (not a run commit),r10,12,0
16,93457e05,2026-07-12T19:56:04+09:00,grader: post-run snapshot — 4.2-4.4 final state left uncommitted by run (not a run commit),r11,33,7
16,93457e05,2026-07-12T19:56:04+09:00,grader: post-run snapshot — 4.2-4.4 final state left uncommitted by run (not a run commit),r12,5,0
